joint_int_id,address,joint_str_id,name
785,110 W 40th St,crisp-new-york-2,Crisp
786,616 8th Ave,the-hummus-and-pita-new-york-3,The Hummus & Pita
787,604 9th Ave,turco-mediterranean-grill-new-york,Turco Mediterranean Grill
788,469 Seventh Ave,nanoosh-new-york-8,Nanoosh
789,70 W 39th St,shawarma-house-new-york-4,Shawarma House
790,683 8th Ave,maoz-falafel-and-grill-new-york-2,Maoz Falafel & Grill
791,709 9th Ave,gazalas-new-york-23,Gazala's
792,Row Hotel Nyc,ilili-box-new-york-3,ilili Box
793,709 8th Ave,l-ybane-wine-bar-and-restaurant-new-york,L'ybane Wine Bar & Restaurant
794,1369 Broadway,paprika-kosher-new-york,Paprika Kosher
795,558 7th Ave,maoz-falafel-and-grill-new-york-6,Maoz Falafel & Grill
796,498 9th Ave,old-jerusalem-manhattan,Old Jerusalem
797,403 W 43rd St,bea-new-york,Bea
798,356 W 44th St,the-brazen-tavern-new-york,The Brazen Tavern
799,252 W 37th St,district-social-new-york,District Social
800,64 W 39th St,parker-and-quinn-new-york,Parker & Quinn
801,628 10th Ave,the-marshal-new-york,The Marshal
802,237 W 35th St,juniper-new-york,Juniper
803,407 W 42nd St,west-bank-cafe-new-york,West Bank Cafe
804,410 W 43rd St,adella-new-york,Adella
805,233 W 49th St,e-and-e-grill-house-new-york,E&E Grill House
806,1065 Ave Of The Americas,coffeemania-new-york-2,Coffeemania
807,675 9th Ave,lillys-craft-and-kitchen-new-york,Lilly's Craft and Kitchen
808,54 W 39th St,proper-west-new-york,Proper West
809,622 10th Ave,44-and-x-hells-kitchen-new-york-5,44 & X Hell's Kitchen
810,626 10th Ave,44-1-2-new-york-2,44 1/2
811,135 W 42nd St,aureole-new-york,Aureole
812,252 W 47th St,glass-house-tavern-new-york,Glass House Tavern
813,343 W 46th St,dont-tell-mama-new-york,Don't Tell Mama
814,373 W 46th St,hourglass-tavern-new-york-3,Hourglass Tavern
815,1515 Broadway,juniors-restaurant-and-cheesecake-new-york,Junior's Restaurant & Cheesecake
816,326 W 46th St,joe-allen-new-york,Joe Allen
817,366 W 46th St.,bareburger-new-york-12,Bareburger
818,807 8th Ave,times-square-diner-new-york-4,Times Square Diner
819,127 W 43rd St,heartland-brewery-chophouse-new-york,Heartland Brewery Chophouse
820,701 9th Ave,the-jolly-monk-new-york-3,The Jolly Monk
821,620 8th Ave,schnippers-quality-kitchen-new-york,Schnipper's Quality Kitchen
822,220 W 44th St,guys-american-kitchen-and-bar-new-york-2,Guy's American Kitchen and Bar
823,520 8th Ave,houndstooth-pub-new-york,Houndstooth Pub
824,701 8th Ave,smiths-bar-and-restaurant-new-york,Smith's Bar & Restaurant
825,401 W 50th St,hibernia-new-york,Hibernia
826,1501 Broadway,hard-rock-cafe-new-york-10,Hard Rock Cafe
827,218 W 35th St,rock-and-reillys-nyc-new-york-2,Rock & Reilly's NYC
828,232 W 48th St,hurleys-new-york-4,Hurley's
829,Paramount Hotel,paramount-bar-and-grill-new-york,Paramount Bar & Grill
830,152 W 44th St,virgils-real-barbecue-new-york,Virgil's Real Barbecue
831,258 W 44th St,sammys-house-of-bbq-new-york,Sammy's House of BBQ
832,645 9th Ave,southern-hospitality-new-york-3,Southern Hospitality
833,241 W 42nd St,dallas-bbq-new-york-7,Dallas BBQ
834,1440 Broadway,mexicue-new-york-4,Mexicue
835,307 W 47th St,dutch-freds-new-york-2,Dutch Freds
836,245 W 38th St,black-iron-burger-new-york-8,Black Iron Burger
837,534 9th Ave,snax-spot-new-york,Snax Spot
838,691 8th Ave,shake-shack-new-york-9,Shake Shack
839,630 9th Ave,5-napkin-burger-new-york,5 Napkin Burger
840,1333 Broadway,shake-shack-new-york-34,Shake Shack
841,7 Times Square,the-counter-new-york,The Counter
842,1 Pennsylvania Plz,shake-shack-new-york-44,Shake Shack
843,329 W 49th St,mother-burger-new-york,Mother Burger
844,253 W 42nd St,five-guys-burgers-and-fries-new-york-13,Five Guys Burgers and Fries
845,339 W 44th St,smokey-burger-new-york,Smokey Burger
846,585 7th Ave,ruby-tuesday-new-york,Ruby Tuesday
847,316 W 34th St,five-guys-burgers-and-fries-new-york-5,Five Guys Burgers and Fries
848,City Kitchen,whitmans-new-york-43,Whitman's
849,80 W 36th St,5-boro-burger-new-york-3,5 Boro Burger
850,576 9th Ave,shortys-new-york,Shorty's
851,710 9th Ave,philly-cheese-steak-710-new-york,Philly Cheese Steak 710
852,1 Pennsylvania Plz,charleys-philly-steaks-new-york,Charleys Philly Steaks
853,587 9th Ave,chirping-chicken-new-york-12,Chirping Chicken
854,598 9th Ave,stickys-finger-joint-new-york-4,Sticky's Finger Joint
855,641 10th Ave,hells-chicken-new-york,Hell's Chicken
856,528 9th Ave,atomic-wings-new-york-2,Atomic Wings
857,253 W 47th St,buffalo-wild-wings-new-york,Buffalo Wild Wings
858,227 W 40th St,dominos-pizza-new-york-9,Domino's Pizza
859,705 8th Ave,churchs-chicken-new-york-5,Church's Chicken
860,240 W 40th St,popeyes-chicken-and-biscuits-new-york-7,Popeye's Chicken and Biscuits
861,642 9th Ave,ipizzany-new-york-3,iPizzaNY
862,2 Penn Plaza,kfc-new-york-12,KFC
863,Hell's Kitchen,ipizzany-new-york,IPizzaNY
864,1032 6th Ave,fresh-pizza-99-cents-new-york,Fresh Pizza 99 Cents
865,1 Pennsylvania Plaza,pizza-hut-new-york-9,Pizza Hut
866,240 W 40th St Frnt 1,popeyes-chicken-new-york,Popeyes Chicken
867,63 W 37th St,pokéworks-new-york-2,Pokéworks
868,627 9th Ave,rudys-bar-and-grill-new-york,Rudy's Bar & Grill
869,705 8th Ave,nathans-new-york-124,Nathan's
870,3 Times Sq,hotdog-stand-new-york,Hotdog Stand
871,664 8th Ave,auntie-annes-new-york-3,Auntie Anne's
872,215 W 40th St,printers-alley-new-york,Printers Alley
873,42th St & 8th Ave,halal-cart-manhattan-16,Halal Cart
874,40th St at 7th Ave,40th-and-7th-halal-cart-new-york,40th and 7th Halal Cart
875,107 W 37th St,marwa-ali-baba-halal-food-new-york-2,Marwa Ali Baba Halal Food
876,598 8th Ave,nyc-fried-chicken-corporation-new-york,Nyc Fried Chicken Corporation
877,W 35th St,adhams-halal-food-manhattan,Adham's Halal Food
878,33rd St,faiths-halal-food-manhattan,Faith's Halal Food
879,1166- 6th Ave 46th St,tamjids-halal-food-manhattan,Tamjid's Halal Food
880,47th and 8th,halal-cart-new-york-65,Halal Cart
881,34th St & 8th Ave,halal-cart-new-york-61,Halal Cart
882,W 47th St Midtown E,kebab-knish-cart-new-york,Kebab Knish Cart
883,35th St and Broadway,halal-cart-manhattan-22,Halal Cart
884,66 W 39th St,curry-dream-new-york,Curry Dream
885,209 W 38th St,bens-kosher-delicatessen-restaurant-and-caterers-new-york,Ben's Kosher Delicatessen Restaurant & Caterers
886,1407 Broadway,abigaels-restaurant-and-catering-new-york,Abigael's Restaurant & Catering
887,1410 Broadway,schnitzel-express-new-york,Schnitzel Express
888,1372 Broadway,mr-broadway-new-york,Mr Broadway
889,1407 Broadway At 39th St,abigails-on-brodway-new-york,Abigails On Brodway
890,1367 Broadway,bravo-pizza-new-york,Bravo Pizza
891,1369 Broadway,broadway-burger-new-york,Broadway Burger
892,243 W 38th St,the-vegetable-garden-new-york-4,The Vegetable Garden
893,35 W 36th St,jerusalem-cafe-new-york-6,Jerusalem Cafe
894,36th St & 7th Ave,moes-falafel-new-york,Moe's Falafel
895,673 9th Ave,wrapido-new-york-7,Wrapido
896,570 8th Ave,roll-and-go-new-york,Roll and Go
897,416 W 46th St,horus-too-new-york,Horus Too
898,739 8th Ave,le-rendez-vous-cafe-new-york,Le Rendez-Vous Cafe
899,Penn Station,chickpea-newark,chickpea
900,243 W 38th St,indian-project-new-york,Indian Project
901,200 W 40th St,desi-grub-new-york-4,Desi Grub
902,534 9th Ave,curry-hut-new-york,Curry Hut
903,745 9th Ave,basera-indian-bistro-new-york-2,Basera Indian Bistro
904,1013 6th Ave,bombay-fast-food-new-york,Bombay Fast Food
905,688 10th Ave,desi-junction-new-york,Desi Junction
906,48th & 10 Ave,urban-thadka-new-york,Urban Thadka
907,29 W 36th St,habanero-blues-new-york,Habanero Blues
908,693 9th Ave,casa-agave-new-york-2,Casa Agave
909,578 9th Ave,taqueria-tehuitzingo-new-york,Taqueria Tehuitzingo
910,420 W 49th St,ponche-taqueria-and-cantina-new-york,Ponche Taqueria & Cantina
911,405 W 44th St,oaxaca-taqueria-new-york-5,Oaxaca Taqueria
912,754 9th Ave,hells-kitchen-new-york-6,Hell's Kitchen
913,119 W 40th St,dos-toros-taqueria-new-york-27,Dos Toros Taqueria
914,524 9th Ave,taqueria-diana-new-york-5,Taqueria Diana
915,1567 Broadway,dos-caminos-new-york-7,Dos Caminos
916,705 9th Ave,ottos-tacos-new-york-3,Otto's Tacos
917,695 10th Ave,tehuitzingo-new-york,Tehuitzingo
918,668 10th Ave,añejo-new-york-9,Añejo
919,359 W 45th St,el-rancho-burritos-new-york,El Rancho Burritos
920,Worldwide Plaza,blockheads-new-york-11,Blockheads
921,608 9th Ave,patron-mexican-grill-new-york-3,Patron Mexican Grill
922,665 10th Ave,tulcingo-del-valle-new-york,Tulcingo Del Valle
923,259 West 42nd St,chevys-fresh-mex-new-york-3,Chevys Fresh Mex
924,526 W 47th St,parada-47-new-york,Parada 47
925,1029A Ave of the Americas,moes-southwest-grill-ny-3,Moe's Southwest Grill
926,1 Penn Plz,lucys-cantina-royale-new-york,Lucy's Cantina Royale
927,1 Penn Plz,moes-southwest-grill-ny,Moe's Southwest Grill
928,Pennsylvania Station,taco-bell-new-york-26,Taco Bell
929,901 Ave Of The Americas,caribbean-kitchen-new-york-2,Caribbean Kitchen
930,408 8th Ave,golden-krust-caribbean-bakery-new-york-2,Golden Krust Caribbean Bakery
931,409 8th Ave,riko-peruvian-cuisine-new-york-2,Riko Peruvian Cuisine
932,423 9th Ave,golden-city-chinese-restaurant-new-york,Golden City Chinese Restaurant
933,370 8th Ave,hoa-kitchen-new-york-2,Hoa Kitchen
934,255 W 26th St,potluck-new-york,Potluck
935,365 W 34th St,mr-dengs-new-york,Mr. Deng's
936,316 West 36th St,rising-dragon-chinese-restaurant-new-york,Rising Dragon Chinese Restaurant
937,393 8th Ave,new-dynasty-chinese-restaurant-new-york,New Dynasty Chinese Restaurant
938,413 9th Ave,mings-restaurant-new-york-2,Ming's Restaurant
939,411 8th Ave,dinersty-new-york,Dinersty
940,130 W 36th St,chopstick-house-new-york,Chopstick House
941,305 W 36th St,noodle-36-new-york,Noodle 36
942,304 W 40th St,wengs-palace-new-york,Weng's Palace
943,293 7th Ave,kobeyaki-new-york-2,Kobeyaki
944,431 W 37th St,chefs-table-at-brooklyn-fare-new-york,Chef's Table at Brooklyn Fare
945,540 9th Ave,tabata-new-york-2,Tabata
946,557 8th Ave,tabata-ramen-new-york-3,Tabata Ramen
947,409 8th Ave,ichiban-new-york,Ichiban
948,136 W 28th St,ajisen-ramen-new-york-2,Ajisen Ramen
949,520 8th Ave,azuki-japanese-restaurant-new-york,Azuki Japanese Restaurant
950,154 W 29th St,a-canaan-new-york,A Canaan
951,462 9th Ave,sushi-star-new-york,Sushi Star
952,139 W 28th St,izumi-sushi-new-york,Izumi Sushi
953,Times Square,japanese-teppanyaki-manhattan,Japanese Teppanyaki
954,231 W 39th St,mimi-and-coco-new-york-5,Mimi & Coco
955,355 7th Ave,lz-sushi-new-york,Lz Sushi
956,535 8th Ave,osaka-new-york,Osaka
957,213 W 28th St,aa-ichiban-sushi-new-york-4,AA Ichiban Sushi
958,316 W 36th St,asari-sushi-new-york,Asari Sushi
959,316 W 36th St,fuji-sushi-new-york,Fuji Sushi
960,348 7th Ave,dake-sushi-new-york,Dake Sushi
961,288 8th Ave,sharaku-new-york,Sharaku
962,472 9th Ave,thai-select-new-york,Thai Select
963,330 8th Ave,songkran-new-york,Songkran
964,409 8th Ave,pad-thai-new-york-4,Pad Thai
965,462 9th Ave,zoob-zib-new-york,Zoob Zib
966,462 9th Ave,aura-new-york-2,Aura
967,139 W 28th St,ayada-thai-new-york,Ayada Thai
968,338 9th Ave,aarons-chinese-and-thai-new-york,Aaron's Chinese and Thai
969,365 W 34th St,alpha-fusion-new-york-2,Alpha Fusion
970,253 W 26th St,abacky-fusion-cuisine-new-york-2,Abacky Fusion Cuisine
971,431 7th Ave,a-and-h-deli-new-york-5,A&H Deli
972,11 W 32nd St,boon-sik-zip-manhattan,Boon Sik Zip
973,165 W 26th St,b-and-b-restaurant-corp-new-york-4,B&B Restaurant Corp
974,163B W 29th St,b-and-d-halal-restaurant-new-york,B & D Halal Restaurant
975,456 9th Ave,sergimmo-salumeria-new-york,Sergimmo Salumeria
976,260 W 29th St,biricchino-new-york-2,Biricchino
977,518 9th Ave,pomodoro-new-york-2,Pomodoro
978,290 8th Ave,chelsea-station-new-york-city,Chelsea Station
979,Eventi Hotel,l-amico-nyc-new-york,L'Amico NYC
980,507 9th Ave,il-punto-ristorante-new-york-2,Il Punto Ristorante
981,108 W 32nd St,barilla-restaurants-new-york-7,Barilla Restaurants
982,481 8th Ave,trattoria-bianca-new-york-3,Trattoria Bianca
983,1 Penn Plz,lugo-cucina-new-york-2,Lugo Cucina
984,331 W 38th St,carbone-ristorante-italiano-new-york,Carbone Ristorante Italiano
985,132 W 27th St,impero-caffè-new-york-2,Impero Caffè
986,274 W 40th St,piccolo-cafe-new-york-2,Piccolo Cafe
987,Hotel Indigo,blu-restaurant-new-york,Blu Restaurant
988,413 8th Ave,ny-pizza-suprema-new-york,NY Pizza Suprema
989,334 8th Ave,cavallo-pizzeria-new-york,Cavallo Pizzeria
990,251 W 30th St,american-beauty-new-york,American Beauty
991,800 6th Ave,waldys-wood-fired-pizza-and-penne-new-york-5,Waldy's Wood Fired Pizza & Penne
992,169 W 33rd St,little-italy-pizza-new-york-24,Little Italy Pizza
993,165 W 26th St,sid-golds-request-room-new-york,Sid Gold's Request Room
994,408 8th Ave,famous-amadeus-pizza-new-york,Famous Amadeus Pizza
995,488 8th Ave,famous-famiglia-pizzeria-new-york-4,Famous Famiglia Pizzeria
996,101-139 W 33rd St,robertas-pizza-at-broadway-bites-new-york,Roberta's Pizza At Broadway Bites
997,2 Pennsylvania Plz,don-pepi-pizza-new-york,Don Pepi Pizza
998,324 7th Ave,cavallos-pizzeria-new-york,Cavallo's Pizzeria
999,100 W. 33rd Street,cajun-cafe-new-york-2,Cajun Cafe
1000,245 W 29th St,ocabanon-new-york,OCabanon
1001,1271 Broadway,bar-suzette-at-broadway-bites-new-york,Bar Suzette At Broadway Bites
1002,137 W 33rd St,blarney-rock-pub-new-york,Blarney Rock Pub
1003,417 Ninth Ave,mcgarrys-bar-and-restaurant-new-york,McGarry's Bar and Restaurant
1004,133 W 33rd St,stout-nyc-new-york,Stout NYC
1005,131 W 33rd St,feile-new-york-13,Feile
1006,402 8th Ave,molly-wee-pub-new-york,Molly Wee Pub
1007,330 7th Ave,triple-crown-restaurant-and-ale-house-new-york,Triple Crown Restaurant & Ale House
1008,382 8th Ave,uncle-nicks-greek-cuisine-new-york-3,Uncle Nicks Greek Cuisine
1009,220 W 31st St,cafe-31-sports-bar-and-grill-new-york,Cafe 31 Sports Bar & Grill
1010,427 7th Ave,gyro-ii-new-york,Gyro II
1011,127 W 28th St,stix-bar-and-grill-new-york,Stix Bar and Grill
1012,127 W 28th St,mykonos-blue-new-york,Mykonos Blue
1013,835 6th Ave,lupulo-new-york,Lupulo
1014,835 6th Ave,bica-new-york,Bica
1015,139 W 33rd St,salt-and-pepper-new-york-2,Salt & Pepper
1016,36 W 28th St,pergola-new-york-4,Pergola
1017,358 7th Ave,teremok-new-york-5,Teremok
1018,132 W 31st St,friedmans-new-york-59,Friedman's
1019,140 W 30th St,till-and-sprocket-new-york,Till & Sprocket
1020,450 10th Ave,friedmans-new-york-57,Friedman's
1021,240 W 35th St,entree-new-york-3,Entree
1022,498 9th Ave,siblings-nyc-new-york,Siblings NYC
1023,247 W 30th St,american-whiskey-new-york,American Whiskey
1024,851 Avenue Of The Americas,the-vine-eventi-hotel-new-york,The Vine - Eventi Hotel
1025,218 West 35th St,my-bellys-playlist-new-york-8,My Belly's Playlist
1026,150 W 30th St,madison-square-tavern-new-york,Madison Square Tavern
1027,159 W 26th St,crompton-ale-house-new-york,Crompton Ale House
1028,202 W 36th St,pig-n-whistle-new-york-11,Pig n Whistle
1029,371 7th Ave,niles-nyc-new-york,Niles NYC
1030,116 W 32nd St,cafe-r-new-york,Cafe R
1031,485 10th Ave,clyde-fraziers-wine-and-dine-new-york,Clyde Frazier's Wine and Dine
1032,340 9th Ave,maggie-reillys-restaurant-new-york,Maggie Reillys Restaurant
1033,1 Penn Plz,tracks-raw-bar-and-grill-new-york-2,Tracks Raw Bar & Grill
1034,1271 Broadway,the-harold-new-york,The Harold
1035,2 Pennsylvania Plz,the-pennsy-new-york,The Pennsy
1036,440 9th Ave,hudson-station-new-york,Hudson Station
1037,Hilton New York Fashion District,rare-bar-and-grill-new-york-5,RARE Bar & Grill
1038,350 7th Ave,seven-bistro-new-york-3,Seven Bistro
1039,1 Penn Plz,local-west-new-york,Local West
1040,370 7th Ave,harringtons-bar-and-grill-new-york,Harrington's Bar & Grill
1041,352 7th Ave,mustang-harrys-new-york,Mustang Harry's
1042,Macy's Herald Sq,rowlands-bar-and-grill-new-york-3,Rowland's Bar & Grill
1043,136 W 33rd St,statler-grill-new-york,Statler Grill
1044,247 W 37th St,stitch-bar-and-lounge-new-york-3,Stitch Bar & Lounge
1045,416 8th Ave,brother-jimmys-bbq-new-york-2,Brother Jimmy's BBQ
1046,337 W 30th St,kaptans-deck-new-york,Kaptan's Deck
1047,416 8th Avenue,shady-jakes-new-york,Shady Jake's
1048,333 7th Ave,black-iron-burger-new-york-6,Black Iron Burger
1049,287 7th Ave,brgr-new-york,BRGR
1050,343 7th Ave,five-guys-burgers-and-fries-new-york-8,Five Guys Burgers and Fries
1051,1 Pennsylvania Plz,johnny-rockets-new-york-17,Johnny Rockets
1052,463 7th Ave,andrews-coffee-shop-new-york-11,Andrews Coffee Shop
1053,220 W 41st St,mcdonalds-manhattan-11,McDonald's
1054,234 W 42nd St,applebees-new-york,Applebee's
1055,490 8th Ave,mcdonalds-manhattan-6,McDonald's
1056,155 W 33rd St,hooters-new-york-4,Hooters
1057,477 10th Ave,the-cafe-grind-new-york,The Cafe Grind
1058,North West Corner of 27th St At 7th Ave,charlies-fashion-hot-dogs-new-york,Charlie's Fashion Hot Dogs
1059,33rd St And 7th Ave NW Halal Cart,33rd-st-and-7th-ave-nw-halal-cart-new-york,33rd St And 7th Ave NW Halal Cart
1060,31st St & Broadway,rafiqis-new-york-6,Rafiqi's
1061,367 W 36th St,bombay-deli-pizza-and-tandoori-restaurant-new-york,Bombay Deli Pizza & Tandoori Restaurant
1062,28th and 7th,halal-cart-manhattan-15,Halal Cart
1063,33rd St And 7th Ave SW,33rd-st-and-7th-ave-sw-halal-cart-new-york,33rd St And 7th Ave SW Halal Cart
1064,W 32nd St & 6th Ave,halal-cart-new-york-56,Halal Cart
1065,478 9th Ave,kashmir-9-new-york-2,Kashmir 9
1066,5th Ave 32nd St,halal-cart-new-york-38,Halal Cart
1067,369 W 34th St,pitopia-new-york-2,Pitopia
1068,420 9th Ave,holy-rollers-kosher-cart-new-york,Holy Rollers Kosher Cart
1069,9th Ave & 33rd St,brucha-caterer-truck-new-york,Brucha Caterer Truck
1070,249 W 26th St,pars-grill-house-new-york,Pars Grill House
1071,31st St and Broadway,31st-and-broadway-halal-cart-new-york,31st and Broadway Halal Cart
1072,202 W 34th Street,chickpea-new-york-15,Chickpea
1073,Amtrak Concourse Level,chickpea-new-york-6,Chickpea
1074,493 9th ave,india-kitchen-new-york,India Kitchen
1075,371 W 34th St,patiala-indian-food-new-york,Patiala Indian Food
1076,205 W 29th St,swagat-indian-restaurant-new-york-3,Swagat Indian Restaurant
1077,338 9th Ave,qasim-restaurant-new-york,Qasim Restaurant
1078,478 9th Ave,cuisine-of-pakistan-new-york,Cuisine Of Pakistan
1079,325 8th Ave,taco-bandito-new-york,Taco Bandito
1080,6th Avenue & 28th Street,antojito-mexicano-new-york,Antojito Mexicano
1081,28th Street and 6th Ave,tacos-juquilita-new-york,Tacos Juquilita
1082,800 E 149,atoradero-caqueria-new-york,Atoradero Caqueria
1083,390 8th Avenue,taco-bell-new-york-36,Taco Bell
1084,Manhattan Mall,desert-moon-mexican-food-new-york,Desert Moon Mexican Food
1085,601 8th Ave,times-restaurant-and-bar-new-york,Times Restaurant & Bar
1086,316 W 36th St,fresco-tortilla-taco-new-york,Fresco Tortilla Taco
1087,606 8th Ave,blue-maiz-new-york,Blue Maiz
1088,501 7th Ave,chipotle-mexican-grill-new-york-58,Chipotle Mexican Grill
1089,304 W 34th St,chipotle-mexican-grill-new-york-83,Chipotle Mexican Grill
1090,283 Seventh Ave,chipotle-mexican-grill-new-york-50,Chipotle Mexican Grill
1091,207 W 14th St,coppelia-new-york,Coppelia
1092,198A 8 Ave,casa-havana-express-new-york,Casa Havana Express
1093,228 W 18th St,el-cocotero-new-york,El Cocotero
1094,1 Perry St,yerba-buena-perry-new-york,Yerba Buena Perry
1095,2 Bank St,macondo-west-new-york,Macondo West
1096,197 7th Ave,limon-jungle-empanadas-new-york-2,Limon Jungle Empanadas
1097,615 Hudson St,tavo-new-york,Tavo
1098,174 8th Ave,sugar-and-spice-tapas-restaurant-sangria-bar-new-york-11,Sugar & Spice Tapas Restaurant Sangria Bar
1099,353 W 14th St,mission-ceviche-new-york,Mission Ceviche
1100,108 W 14th St,auntie-guans-kitchen-108-new-york,Auntie Guan's Kitchen 108
1101,425 W 15th St,very-fresh-noodles-new-york,Very Fresh Noodles
1102,75 9th Ave,buddakan-new-york,Buddakan
1103,529 Hudson St,decoy-new-york,Decoy
1104,15 Greenwich Ave,niu-noodle-house-new-york-7,Niu Noodle House
1105,465 6th Ave,shu-han-ju-new-york-2,Shu Han Ju
1106,172 8th Ave,grand-sichuan-eastern-new-york-2,Grand Sichuan Eastern
1107,88 7th Ave,legend-bar-and-restaurant-new-york-2,Legend Bar & Restaurant
1108,130 9th Ave,hot-sichuan-new-york,Hot Sichuan
1109,229 9th Ave,grand-sichuan-new-york-12,Grand Sichuan
1110,453 Ave of the Americas,sammys-noodle-shop-and-grill-new-york,Sammy's Noodle Shop & Grill
1111,529 Hudson St,redfarm-new-york,RedFarm
1112,209 8th Ave,chelsea-golden-wok-new-york,Chelsea Golden Wok
1113,172 8th Ave,grand-sichuan-new-york-9,Grand Sichuan
1114,304 W 14th St,yangs-chinese-food-new-york,Yang's Chinese Food
1115,267 W 17th St,maru-2-new-york-2,Maru 2
1116,212 W 14Th St,sushi-para-88-new-york,Sushi Para 88
1117,24 Greenwich Ave,saikai-new-york-2,Saikai
1118,362 W 23rd St,ushiwakamaru-new-york-4,Ushiwakamaru
1119,220 W 13th St,kosaka-new-york-2,Kosaka
1120,207 10th Ave,juban-new-york,Juban
1121,300 W 23rd St,asuka-sushi-new-york,Asuka Sushi
1122,496 6th Ave,mi-ne-sushi-new-york-3,Mi-ne Sushi
1123,75 9th Ave,mokbar-new-york,mokbar
1124,355 W 16th St,megu-new-york-3,Megu
1125,458 W 17th St,kappo-totto-new-york-2,Kappo Totto
1126,106 8th Ave,blue-ginger-new-york,Blue Ginger
1127,144 W 19th St,go-go-curry-new-york-8,Go! Go! Curry!
1128,64 7th Ave,uma-temakeria-hand-rolled-sushi-new-york,Uma Temakeria
1129,75 9th Ave,takumi-taco-new-york-11,Takumi Taco
1130,513 6th Ave,umami-shoppu-new-york,Umami Shoppu
1131,152 7th Ave,sawa-sushi-new-york,Sawa Sushi
1132,525 6th Ave,mikado-new-york-2,Mikado
1133,525 Ave of the Americas,hanami-japanese-cuisine-new-york,Hanami Japanese Cuisine
1134,152 7th Ave S,akira-japanese-cuisine-new-york-17,Akira Japanese Cuisine
1135,75 9th Ave,beyond-sushi-chelsea-market-new-york,Beyond Sushi - Chelsea Market
1136,235 9th Ave,kiku-sushi-new-york,Kiku Sushi
1137,176 8th Ave,haru-new-york-7,Haru
1138,556 Hudson St,sushi-west-new-york,Sushi West
1139,174 7th Ave,sushi-21-new-york,Sushi 21
1140,21 Ninth Avenue,catch-new-york-3,Catch
1141,24 8th Ave,kawa-sushi-new-york,Kawa Sushi
1142,240 8th Ave,anago-sushi-new-york-2,Anago Sushi
1143,Chelsea Market,num-pang-sandwich-shop-new-york-4,Num Pang Sandwich Shop
1144,50 Greenwich Ave,lumpia-shack-snackbar-new-york-2,Lumpia Shack Snackbar
1145,117 W 10th St,pinto-garden-new-york-3,Pinto Garden
1146,114 8th Ave,pad-thai-noodle-lounge-new-york-2,Pad Thai Noodle Lounge
1147,265 W 23rd St,rin-thai-new-york,Rin Thai
1148,144 W 19th St,go-go-thai-new-york,Go Go Thai
1149,200 8th Ave,m-thai-new-york,M-Thai
1150,150 8th Ave,thai-sliders-and-co-new-york-3,Thai Sliders & Co.
1151,240 8th Ave,royal-siam-thai-cuisine-new-york,Royal Siam Thai Cuisine
1152,75 9th Ave,chelsea-thai-wholesale-new-york,Chelsea Thai Wholesale
1153,236 8th Ave,spice-chelsea-corner-new-york-2,Spice Chelsea Corner
1154,158 9th Ave,omai-new-york-2,Omai
1155,110 9th Ave,co-ba-new-york,Co Ba
1156,92 9th Ave,tao-downtown-new-york-2,Tao Downtown
1157,Rubin Musuem Of Art,serai-new-york,Serai
1158,353 W 14th St,oppa-new-korean-bbq-new-york-2,OPPA New Korean BBQ
1159,232 8th Ave,momofuku-nishi-new-york,Momofuku Nishi
1160,11 Abingdon Sq,injera-new-york,Injera
1161,355 W 14th St,scarpetta-new-york,Scarpetta
1162,318 W 23rd St,zia-maria-new-york,Zia Maria
1163,84 7th Ave,bar-b-new-york,Bar B
1164,621 Hudson St,piccolo-angolo-restaurant-new-york,Piccolo Angolo Restaurant
1165,240 W 14th St,crispo-new-york,Crispo
1166,15 8th Ave,farina-manhattan-2,Farina
1167,38 8th Ave,dellanima-new-york,dell'anima
1168,310 W 14th,il-conte-new-york,Il Conte
1169,337 W 14th St,mulino-a-vino-new-york-2,Mulino a Vino
1170,140 W 13th St,sotto-13-west-village-2,Sotto 13
1171,52 Greenwich Ave,gottino-new-york,Gottino
1172,234 W 4th St,perla-cafe-new-york-3,Perla Cafe
1173,259 W 4th St,extra-virgin-new-york,Extra Virgin
1174,200 9th Ave,the-meatball-shop-new-york-4,The Meatball Shop
1175,57 W 10th St,piadina-restaurant-new-york,Piadina Restaurant
1176,169 9th Ave,bocca-di-bacco-new-york-4,Bocca Di Bacco
1177,75 9th Ave,giovanni-rana-pastificio-and-cucina-new-york,Giovanni Rana Pastificio & Cucina
1178,196 8th Ave,lasagna-ristorante-new-york-8,Lasagna Ristorante
1179,626 Hudson St,brunetti-pizza-new-york,Brunetti Pizza
1180,307 W 17 St,pizza-italia-new-york-8,Pizza Italia
1181,65 8th Ave,village-pizza-new-york,Village Pizza
1182,98 7th Ave,js-pizza-new-york,J's Pizza
1183,144 9th Ave,gotham-pizza-new-york-2,Gotham Pizza
1184,114 10th Ave,artichoke-basilles-pizza-and-bar-new-york,Artichoke Basille's Pizza & Bar
1185,201 W 11th St,two-boots-west-village-new-york-2,Two Boots West Village
1186,230 9th Ave,company-new-york-6,Company
1187,110 9th Ave,stellas-pizza-new-york,Stella's Pizza
1188,162 7th Ave,roccos-pizza-joint-new-york,Rocco's Pizza Joint
1189,304 W 14th St,rockys-brick-oven-pizza-new-york,Rocky's Brick Oven Pizza
1190,Chelsea Market,filaga-pizzeria-new-york,Filaga Pizzeria
