joint_int_id,address,joint_str_id,name
373,354 W 125th St,mcdonalds-manhattan-4,McDonald's
374,321 W 125th St,popeyes-new-york-3,Popeyes
375,2451 Fredrick Douglas Blvd.,lighthouse-fish-market-and-restaurant-new-york-6,Lighthouse Fish Market & Restaurant
376,2057 Adam Clayton Powell Blvd,kennedy-fried-chicken-new-york-16,Kennedy Fried Chicken
377,2461 Frederick Douglass Blvd,charles-pan-fried-chicken-restaurant-new-york,Charles Pan Fried Chicken Restaurant
378,West 120th Street,120th-street-halal-cart-new-york,120th Street Halal Cart
379,2077 Adam Clayton Powell Jr Blvd,delhi-masala-new-york,Delhi Masala
380,1346 Amsterdam Ave,jesus-taco-new-york,Jesus Taco
381,185 St Nicholas Ave,agaveria-la-diagonal-new-york-4,Agaveria La Diagonal
382,236 W 52nd St,victors-cafe-new-york-6,Victor's Cafe
383,939 8th Ave,guantanamera-new-york,Guantanamera
384,251 W 55th St,yakitori-totto-new-york,Yakitori Totto
385,1000 S 8th Ave,bolivian-llama-party-new-york-7,Bolivian Llama Party
386,37 W 54th St,xian-famous-foods-new-york-18,Xi'an Famous Foods
387,158 W 55th St,radiance-tea-house-and-books-new-york-2,Radiance Tea House and Books
388,242 W 56th St,szechuan-gourmet-56-new-york-2,Szechuan Gourmet 56
389,65 W 55th St,tang-pavilion-new-york,Tang Pavilion
390,200 W 57th St,lilis-57-new-york,Lili's 57
391,43 W 65th St,shun-lee-west-new-york,Shun Lee West
392,811 8th Ave,kung-fu-little-steamed-buns-ramen-new-york-4,Kung Fu Little Steamed Buns Ramen
393,877 8th Ave,china-gourmet-new-york-2,China Gourmet
394,858 8th Ave,chef-pho-and-peking-roast-duck-new-york,Chef Pho & Peking Roast Duck
395,858 8th Ave,zhengs-lucky-sunday-garden-new-york,Zheng's Lucky Sunday Garden
396,811 8th Ave,fo-ying-chinese-take-out-new-york,Fo Ying Chinese Take Out
397,241 W 51st,nanjing-new-york,nanjing
398,253 W 55th St,donburiya-new-york-2,Donburiya
399,308 W 58th St,blue-ribbon-sushi-bar-and-grill-new-york,Blue Ribbon Sushi Bar & Grill
400,Time Warner Center,masa-new-york,Masa
401,245 W 51st St,nippori-new-york,Nippori
402,321 W 51st St,ippudo-westside-new-york,Ippudo Westside
403,10 Columbus Cir,bar-masa-new-york,Bar Masa
404,226 W 50th St,natsumi-new-york,Natsumi
405,318 W 51st St,shimizu-new-york,Shimizu
406,58 W 56th St,ise-menkui-tei-new-york,Ise Menkui-Tei
407,885C 9th Ave,terakawa-ramen-new-york-2,Terakawa Ramen
408,Whole Foods Market,genji-izakaya-new-york,Genji Izakaya
409,62 W 56th St,k-bap-new-york,K-Bap
410,60 W 56th St,glaze-teriyaki-new-york-2,Glaze Teriyaki
411,330 W 58th St,sushi-damo-new-york,Sushi Damo
412,238 W 56th St,fuji-sushi-new-york-4,Fuji Sushi
413,253 W 55th St,yuki-55-new-york,Yuki 55
414,857 9th Ave,izumi-haru-sushi-manhattan,Izumi Haru Sushi
415,859 9th Ave,haru-sushi-new-york-18,Haru Sushi
416,62 W 56th St,beyond-sushi-midtown-west-new-york-2,Beyond Sushi Midtown West
417,49 W 64th St,atlantic-grill-new-york-3,Atlantic Grill
418,60 W 57th St,rue-57-new-york,Rue 57
419,947 8th Ave,momo-sushi-new-york,MoMo Sushi
420,50 W 55th St,kiku-japanese-restaurant-new-york-2,Kiku Japanese Restaurant
421,857 9th Ave,hanami-sushi-new-york,Hanami Sushi
422,129 W 56th St,topaz-noodle-bar-new-york,Topaz Noodle Bar
423,860 9th Ave,der-krung-thai-cuisine-new-york-2,Der Krung Thai Cuisine
424,830 9th Ave,noodies-new-york,Noodies
425,930 8th Ave,chai-thai-kitchen-new-york-7,Chai Thai Kitchen
426,127 W 56th St,topaz-thai-authentic-new-york,Topaz Thai Authentic
427,37 W 54th St,a-la-mode-oriental-new-york,A La Mode Oriental
428,314 W 52nd St,cha-pas-noodles-and-grill-new-york,Cha Pa's Noodles and Grill
429,150 W 62nd St,bonmi-new-york,BONMi
430,359 W 54th St,mooncake-foods-new-york-5,Mooncake Foods
431,1000 8th Ave,yong-kang-street-new-york-2,Yong Kang Street
432,346 W 52nd St,danji-new-york,Danji
433,62 W 56th St,pro-bagel-and-deli-new-york,Pro Bagel & Deli
434,887 9th Ave,masseria-dei-vini-new-york,Masseria Dei Vini
435,900 7th Ave,trattoria-dellarte-new-york,Trattoria Dell'Arte
436,240 Central Park S,marea-new-york,Marea
437,234 W 56th St,basso56-new-york,Basso56
438,8TH Ave Columbus Cir,casa-toscana-new-york,Casa Toscana
439,235 W 56 St,bar-basso-new-york,Bar Basso
440,54 W 55th St,il-corso-new-york,Il Corso
441,33 W 54th St,mozzarella-and-vino-new-york,Mozzarella & Vino
442,236 W 56th St,patsys-italian-restaurant-new-york,Patsy's Italian Restaurant
443,69 W 55th St,pizzarte-new-york,Pizzarte
444,828 9th Ave,bocca-di-bacco-new-york-2,Bocca Di Bacco
445,325 W 51st St,viceversa-new-york,ViceVersa
446,117 W 57th St,angelos-coal-oven-pizzeria-new-york,Angelo's Coal Oven Pizzeria
447,319 W 51st St,maria-pia-new-york,Maria Pia
448,1900 Broadway,cafe-fiorello-new-york,Cafe Fiorello
449,210 West 55th St,serafina-broadway-new-york,Serafina Broadway
450,11 W 60th St,gabriels-bar-and-restaurant-new-york,Gabriel's Bar & Restaurant
451,342 W 57th St,sfilatino-italian-gourmet-new-york,Sfilatino Italian Gourmet
452,903 8th Ave,da-tommaso-ristorante-new-york,Da Tommaso Ristorante
453,224 W 51st St,azalea-ristorante-new-york,Azalea Ristorante
454,1723 Broadway,99-cent-fresh-pizza-new-york-5,99 Cent Fresh Pizza
455,309 W 50th St,don-antonio-by-starita-new-york-2,Don Antonio By Starita
456,910 7th Ave,9ten-restaurant-new-york,9ten Restaurant
457,244 W 56th St,joe-g-pizza-and-restaurant-new-york,Joe G Pizza & Restaurant
458,935 8th Ave,mariella-pizza-new-york-2,Mariella Pizza
459,158 W 58th St,bella-vita-pizzeria-new-york-2,Bella Vita Pizzeria
460,1697 Broadway,angelos-pizza-new-york,Angelo's Pizza
461,852 8th Ave,gotham-pizza-new-york-4,Gotham Pizza
462,370 W 58th St,fluffys-cafe-and-pizzeria-new-york-2,Fluffy's Cafe & Pizzeria
463,831 7th Ave,famous-original-rays-pizza-new-york-14,Famous Original Ray's Pizza
464,840 8th Ave,famous-amadeus-pizza-new-york-6,Famous Amadeus Pizza
465,960 8th Ave,mariella-pizza-new-york-5,Mariella Pizza
466,936 8th Ave,luigis-pizza-new-york-2,Luigi's Pizza
467,936 8th Ave,luigis-gourmet-pizza-new-york,Luigi's Gourmet Grill
468,115 W 57th St,green-cafe-new-york-3,Green Cafe
469,314 W 52nd St,el-nidos-pan-pizza-new-york,El Nido's Pan Pizza
470,1900 Broadway,the-smith-new-york-3,The Smith
471,1000 8th Ave,by-suzette-new-york-5,By Suzette
472,1 Central Park W,jean-georges-new-york,Jean-Georges
473,Time Warner Ctr,per-se-new-york,Per Se
474,1 Central Park W,nougatine-at-jean-georges-new-york,Nougatine at Jean-Georges
475,The Equitable Bldg,le-bernardin-new-york,Le Bernardin
476,10 Columbus Cir,bouchon-bakery-and-cafe-new-york-2,Bouchon Bakery & Cafe
477,311 W 51st St,tout-va-bien-new-york,Tout Va Bien
478,1900 Broadway,bar-boulud-new-york-2,Bar Boulud
479,1740 Broadway,brasserie-cognac-new-york-2,Brasserie Cognac
480,48 W 55th St,la-bonne-soupe-new-york,La Bonne Soupe
481,60 W 55th St,benoit-new-york,Benoit
482,75 W 68th St,la-boite-en-bois-new-york-2,La Boite en Bois
483,10 Columbus Cir,landmarc-new-york-4,Landmarc
484,182 W 58th St,petrossian-new-york,Petrossian
485,Broadway & 66th St,wafels-and-dinges-new-york-4,Wafels & Dinges
486,922 7th Ave,le-pain-quotidien-columbus-circle-new-york-3,Le Pain Quotidien - Columbus Circle
487,Central Park Driveway,le-pain-quotidien-new-york-34,Le Pain Quotidien
488,60 W 65th St,le-pain-quotidien-lincoln-plaza-new-york-2,Le Pain Quotidien - Lincoln Plaza
489,250 W 55th St,le-pain-quotidien-new-york-141,Le Pain Quotidien
490,240 W 55th St,mcgees-pub-new-york-2,McGee's Pub
491,351 W 57th St,d-j-reynolds-new-york-5,D.J. Reynolds
492,312 W 58th St,the-coliseum-new-york,The Coliseum
493,43 W 54th St,connollys-pub-and-restaurant-new-york-6,Connolly's Pub & Restaurant
494,933 8th Ave,rumours-new-york,Rumours
495,251 W 51st St,mchales-bar-and-grill-new-york,McHale's Bar & Grill
496,65 W 55th St,cassidys-pub-and-restaurant-new-york,Cassidy's Pub & Restaurant
497,857 9th Ave,kilo-new-york,Kilo
498,Columbus Circle Holiday Market,dulcinea-churros-new-york,Dulcinea Churros
499,1000 8th Ave,fika-new-york-38,Fika
500,162 W 56th St,souvlaki-gr-new-york-6,Souvlaki GR
501,132 W 58th St,loi-estiatorio-new-york,Loi Estiatorio
502,125 W 55th St,estiatorio-milos-new-york,Estiatorio Milos
503,135 W 56th St,milos-cafe-new-york,Milos Cafe
504,871 7th Ave,molyvos-new-york,Molyvos
505,139 Amsterdam Avenue,greeks-collegiate-food-shop-manhattan,Greek's Collegiate Food Shop
506,Avenue of Americas and 6th,gyros-stand-new-york,Gyros Stand
507,325 W 57th St,aba-turkish-restaurant-new-york,ABA Turkish Restaurant
508,852 9th Ave,kashkaval-garden-new-york,Kashkaval Garden
509,20 West 64th Street,boulud-sud-new-york,Boulud Sud
510,1000S 8th Ave,semsom-eatery-new-york-3,Semsom Eatery
511,1000S 8th Ave,gastronomie-491-new-york-2,Gastronomie 491
512,43 W 55th St,natureworks-restaurant-55th-st-new-york,Natureworks Restaurant - 55th St
513,265 W 52nd St,russian-vodka-room-new-york,Russian Vodka Room
514,256 W 52nd St,russian-samovar-new-york,Russian Samovar
515,150 W 57th St,the-russian-tea-room-new-york,The Russian Tea Room
516,315 W 54th St,uncle-vanya-cafe-new-york-2,Uncle Vanya Cafe
517,55TH St Broadway Ave,old-traditional-polish-cuisine-new-york,Old Traditional Polish Cuisine
518,204 W 55 St,tanner-smiths-new-york,Tanner Smiths
519,153 W 57th St,the-back-room-new-york-7,The Back Room
520,2 Columbus Cir,robert-new-york-25,Robert
521,67 Central Park W,tavern-on-the-green-new-york-7,Tavern on the Green
522,150 W 65th St,grand-tier-restaurant-new-york-2,Grand Tier Restaurant
523,101 W 57th St,the-wayfarer-new-york,The Wayfarer
524,154 Central Park South,southgate-bar-and-restaurant-new-york-4,SOUTHGATE Bar & Restaurant
525,123 W 52nd St,ocean-prime-new-york,Ocean Prime
526,152 W 52nd St,bar-americain-new-york-2,Bar Americain
527,80 Columbus Cir,asiate-new-york,Asiate
528,828 8th Ave,thalia-new-york,Thalia
529,1941 Broadway,american-table-cafe-and-bar-new-york,American Table Cafe & Bar
530,944 8th Ave,ivy-new-york-4,Ivy
531,61 W 62nd St,wichcraft-lincoln-center-new-york,'Wichcraft - Lincoln Center
532,80 Columbus Cir at 60th St,mandarin-oriental-lobby-lounge-new-york-2,Mandarin Oriental Lobby Lounge
533,124 W 57th St,kingside-new-york,Kingside
534,119 W 56th St,normas-new-york,NORMA'S
535,313 W 57th St,bareburger-new-york-22,Bareburger
536,228 West 52nd St,gallaghers-steakhouse-new-york,Gallaghers Steakhouse
537,119 W 56th St,burger-joint-new-york,burger joint
538,158 W 58th St,red-58-new-york,Red 58
539,867 9th Ave,lincoln-park-grill-new-york,Lincoln Park Grill
540,Novotel Hotel Times Square,supernova-new-york-2,Supernova
541,161 W 54th St,faces-and-names-new-york,Faces & Names
542,906 7th Ave,pj-carneys-new-york,PJ Carneys
543,932 8th Ave,matts-grill-new-york,Matts Grill
544,858 9th Ave,route-66-cafe-new-york-2,Route 66 Cafe
545,144 W 65th St,indie-food-and-wine-new-york,Indie Food And Wine
546,212 W 57th St,brooklyn-diner-new-york,Brooklyn Diner
547,893 9th Ave,the-flame-diner-new-york-2,The Flame Diner
548,250 West 50th St,thalia-kitchen-new-york-3,Thalia Kitchen
549,302 W 51st St,the-house-of-brews-new-york-5,The House of Brews
550,56th St & 7th Ave,carnegie-johns-new-york,Carnegie John's
551,136 W 55th St,black-tap-craft-burger-and-beers-new-york,Black Tap Craft Burger & Beers
552,Lincoln Square,pj-clarkes-new-york-3,PJ Clarke's
553,1695 Broadway,steak-n-shake-new-york,Steak 'n Shake
554,Hudson Hotel,hudson-common-new-york,Hudson Common
555,938 8th Ave,wendys-new-york-13,Wendy's
556,1650 Broadway,ellens-stardust-diner-new-york,Ellen's Stardust Diner
557,255 W 55th St,1-vizio-new-york,1 Vizio
558,Broadway & 66st,pj-clarkes-manhattan,PJ clarkes
559,1651 Broadway,mcdonalds-manhattan-23,McDonald's
560,946 8th Ave,mcdonalds-new-york-151,McDonald's
561,811 7th Ave at 52nd St,hudson-market-manhattan,Hudson Market
562,W 53rd St 6th Ave,the-halal-guys-new-york-2,The Halal Guys
563,Corner of 66th St & Columbus Ave,the-casbah-halal-cart-new-york,The Casbah - Halal Cart
564,52nd St and 8th Ave,prestige-halal-vendor-new-york,Prestige Halal Vendor
565,9th Ave & 58th St,halal-cart-new-york-23,Halal Cart
566,51 and 8th,51st-and-8th-halal-cart-manhattan,51st and 8th halal cart
567,W 53rd St 7th Ave,the-halal-guys-new-york-12,The Halal Guys
568,"67th & Broadway, SE corner",hema-malak-halal-food-cart-new-york,Hema Malak Halal Food Cart
569,62nd St & Broadway,halal-cart-new-york-41,Halal Cart
570,54 W 56th St,naya-express-new-york-11,Naya Express
571,973 8th Ave,lahavash-new-york,Lahavash
572,58 W 56th St,bengal-tiger-indian-food-new-york,Bengal Tiger Indian Food
573,123 W 56th St,indian-accent-new-york,Indian Accent
574,940 8th Ave,indikitch-new-york-2,Indikitch
575,826 9th Ave,aaheli-indian-cuisine-new-york,Aaheli Indian Cuisine
576,1845 Broadway,sapphire-indian-cuisine-new-york,Sapphire Indian Cuisine
577,240 W 56th St,benares-new-york,Benares
578,200 W 55th St,la-esquina-new-york-10,La Esquina
579,251 W 50th St,toloache-new-york-2,Toloache
580,885 9th Ave,the-burrito-box-new-york,The Burrito Box
581,61 Columbus Ave,rosa-mexicano-new-york-6,Rosa Mexicano
582,824 9th Ave,el-centro-new-york,El Centro
583,240 W 54th St,iguana-new-york-5,Iguana
584,937 8th Ave,cancun-new-york,Cancun
585,104-40 Corona Ave,tacos-y-quesadillas-mexico-corona,Tacos Y Quesadillas Mexico
586,1379 Sixth Ave,chipotle-mexican-grill-new-york-14,Chipotle Mexican Grill
587,854 8th Ave,chipotle-mexican-grill-new-york-12,Chipotle Mexican Grill
588,Balsey Park,roundhouse-new-york-4,RoundHouse
589,Columbus Cir,ladino-restaurant-new-york,Ladino Restaurant
590,235 W 56th St,chipotle-mexican-grill-new-york-71,Chipotle Mexican Grill
591,630 10th Ave,lali-restaurant-new-york,Lali Restaurant
592,316 W 39th St,cafe-mofongo-new-york,Cafe Mofongo
593,306 W 37th St,aries-cafe-new-york,Aries Cafe
594,156 W 38th St,jimmys-nyc-new-york,Jimmy's NYC
595,319 W 35th St,eat-fresh-new-york,Eat Fresh
596,305 West 46th St,fashion-restaurant-new-york-4,Fashion Restaurant
597,58 W 38th St,havana-ny-new-york-3,Havana NY
598,688 10th Ave,havana-social-new-york-2,Havana Social
599,1015 6th Ave,sophies-cuban-cuisine-new-york-17,Sophie's Cuban Cuisine
600,609 9th Ave,chimichurri-grill-west-new-york,Chimichurri Grill West
601,Broadway and 44th St,nuchas-new-york,Nuchas
602,149-199 W 45th St,nuchos-artisan-empinadas-new-york,Nuchos Artisan Empinadas
603,661 9th Ave,samba-kitchen-and-bar-new-york,Samba Kitchen & Bar
604,316 W 49th St,churrascaria-plataforma-new-york-3,Churrascaria Plataforma
605,328 W 46th St,brazil-brazil-new-york-2,Brazil Brazil
606,744 9th Ave,rice-n-beans-new-york,Rice N Beans
607,1270 Broadway,carnaval-new-york-2,Carnaval
608,358 W 46th St,sake-bar-hagi-46-new-york-3,Sake Bar Hagi 46
609,691 10th Ave,ñaño-ecuadorian-kitchen-new-york,Ñaño Ecuadorian Kitchen
610,371 W 46th St,la-pulperia-new-york-9,La Pulperia
611,604 10th Ave,pio-pio-8-new-york-5,Pio Pio 8
612,265 W 37th St,el-sabroso-new-york,El Sabroso
613,40 W 38th St,cocina-del-sur-new-york-2,Cocina Del Sur
614,338 W 46th St,sangria-46-new-york,Sangria 46
615,306 W 37th St,acuario-cafe-new-york,Acuario Cafe
616,710 9th Ave,out-latin-food-new-york,Out Latin Food
617,37th St At 6th Ave,el-guayaquileño-new-york-2,El Guayaquileño
618,666 9th Ave,lazaro-grocery-ready-to-eat-manhattan,Lazaro Grocery Ready To Eat
619,698 9th Ave,chaan-teng-new-york,Chaan Teng
620,334 W 46th St,dim-sum-palace-new-york-2,Dim Sum Palace
621,360 W 42nd Street,china-xiang-new-york-3,China Xiang
622,234 W 48th St,ding-szechuan-and-hot-pot-restaurant-new-york-2,Ding Szechuan and Hot Pot Restaurant
623,235 W 35th St,asura-asian-bistro-new-york-4,Asura Asian Bistro
624,311 W 43rd St,hakkasan-new-york,Hakkasan
625,610 8th Ave,kungfu-kitchen-new-york-2,Kungfu Kitchen
626,273 W 38th St,new-li-yuan-new-york,New Li Yuan
627,411 W 42nd St,ollies-sichuan-new-york,Ollie's Sichuan
628,108 W 39th St,savour-sichuan-new-york,Savour Sichuan
629,1011 6th Ave,main-noodle-house-new-york,Main Noodle House
630,520 8th Ave,chef-yu-new-york,Chef Yu
631,128 W 36th St,lan-sheng-szechuan-food-restaurant-new-york,Lan Sheng Szechuan Food Restaurant
632,512 Fashion Ave,gingers-new-york,Ginger's
633,368 W 46th St,china-green-dim-sum-new-york,China Green Dim Sum
634,694 10th Ave,food-king-chinese-kitchen-new-york,Food King Chinese Kitchen
635,689 9th Ave,a-a-jing-new-york,A A JING
636,630 10th Ave,kam-wei-kitchen-new-york,Kam-Wei Kitchen
637,321 West 42nd St,fuji-hibachi-new-york,Fuji Hibachi
638,141 W 41st St,ootoya-times-square-new-york-2,Ootoya Times Square
639,321 W 44th St,gyu-kaku-japanese-bbq-new-york-3,Gyu-Kaku Japanese BBQ
640,347 W 46th St,sushi-of-gari-46-new-york,Sushi of Gari 46
641,314 W 39th St,aya-sushi-new-york,Aya Sushi
642,744 9th Ave,mentoku-new-york,Mentoku
643,New York Times Bldg,inakaya-new-york,Inakaya
644,273 W 38th St,go-go-curry-new-york,Go! Go! Curry!
645,150 W 36 street,zen-ramen-and-sushi-new-york,Zen Ramen & Sushi
646,365 W 46th St,sushi-seki-times-square-new-york-4,Sushi Seki Times Square
647,746 9th Ave,yonekichi-new-york-9,Yonekichi
648,229 W 43rd St,haru-sushi-new-york-16,Haru Sushi
649,City Kitchen,azuki-new-york,Azuki
650,110 W 40th St,kobeyaki-new-york-3,Kobeyaki
651,374 W 46th St,yuri-sushi-new-york,Yuri Sushi
652,700 8th Ave,kuro-obi-new-york-4,Kuro-Obi
653,658 9th Ave,shokudo-new-york,Shokudo
654,234 W 48th St,annam-new-york-2,An'Nam
655,224 W 35th St,sushi-fussion-of-nyc-new-york,Sushi Fussion NYC
656,615 9th Ave,ajisai-japanese-restaurant-new-york-2,Ajisai Japanese Restaurant
657,301 W 45th St,kodama-sushi-new-york-2,Kodama Sushi
658,719 8th Ave,black-sushi-new-york,Black Sushi
659,W Hotel Times Square,blue-fin-new-york,Blue Fin
660,350 W 46th St,ocha-new-york,Ocha
661,561 7th Ave,wasabi-sushi-and-bento-new-york-3,Wasabi Sushi & Bento
662,Penn Station,penn-sushi-new-york,Penn Sushi
663,651 9th Ave,bali-nusa-indah-new-york,Bali Nusa Indah
664,480 9th Ave,larb-ubol-new-york,Larb Ubol
665,647 9th Ave,obao-new-york-3,OBAO
666,592 9th Ave,at-nine-restaurant-and-bar-new-york,At nine Restaurant & Bar
667,675 8th Ave,qi-new-york-3,Qi
668,641 10th Ave,siri-thai-new-york,Siri Thai
669,690 9th Ave,room-service-new-york-6,Room Service
670,244 W 48th St,pongsri-thai-restaurant-new-york-2,Pongsri Thai Restaurant
671,717 9th Ave,v-iv-bar-and-restaurant-new-york,V{IV} Bar & Restaurant
672,750 9th Ave,esanation-new-york-3,Esanation
673,650 9th Ave,yum-yum-bangkok-new-york,Yum Yum Bangkok
674,404 W 49th St,pam-real-thai-food-new-york,Pam Real Thai Food
675,662 9th Ave,yum-yum-too-new-york,Yum Yum Too
676,530 9th Ave,aceluck-thai-cuisine-new-york,Aceluck Thai Cuisine
677,318 W 36th St,abaya-thai-new-york,Abaya Thai
678,360 W 46 St,bangkok-house-new-york-3,Bangkok House
679,756 9th Ave,vynl-new-york-6,Vynl
680,339 W 44th St,one-thai-chef-new-york,One Thai Chef
681,304 W 40th St,thai-palace-new-york,Thai Palace
682,592 9th Ave,talent-2-thai-kitchen-new-york,Talent 2 Thai Kitchen
683,318 W 36th St,royal-ii-thai-cuisine-new-york-2,Royal II Thai Cuisine
684,270 W 36th St,chicken-house-new-york,Chicken House
685,207 W 38th St,bonchon-new-york-7,Bonchon
686,570 8th Ave,wok-to-walk-new-york-2,Wok To Walk
687,505 8th Ave,international-gourmet-kitchen-new-york,International Gourmet Kitchen
688,480 Ninth Ave,zendo-new-york,Zendo
689,108 W 40th St,croton-reservoir-tavern-new-york,Croton Reservoir Tavern
690,267 W 34th St,roastown-coffee-new-york-3,Roastown Coffee
691,240 W. 40th St.,times-pub-new-york,Times Pub
692,600 9th Ave,red-poke-new-york-2,Red Poke
693,552 7th Ave,frame-gourmet-eatery-new-york-2,Frame Gourmet Eatery
694,350 W 50th St,bann-restaurant-new-york-4,Bann Restaurant
695,519 8th Ave,essen-new-york-5,Essen
696,513 7th Ave,cafe-hestia-new-york-3,Cafe Hestia
697,no_address,kimchi-taco-new-york-2,Kimchi Taco
698,68 W 39th St,topokee-new-york-2,Topokee
699,Korea Way,deli-manjoo-new-york-4,Deli Manjoo
700,109 W 39th St,pergola-new-york,Pergola
701,468 W 47th St,meske-ethiopian-restaurant-new-york,Meske Ethiopian Restaurant
702,650 10th Ave,queen-of-sheba-new-york,Queen of Sheba
703,221 W 38th St,tagine-fine-moroccan-cuisine-new-york-3,Tagine Fine Moroccan Cuisine
704,506 9th Ave,boccone-new-york-6,Boccone
705,254 W 47th St,trattoria-trecolori-new-york,Trattoria Trecolori
706,200 W 44th St,carmines-theater-district-new-york,Carmine's Theater District
707,352 W 39th St,mercato-new-york,Mercato
708,147 W 43rd St,tonys-di-napoli-new-york-4,Tony's Di Napoli
709,679 9th Ave,b-squared-new-york,B Squared
710,488 9th Ave,tavola-new-york,Tavola
711,355 W 46th St,becco-new-york-4,Becco
712,310 W 38th St,casa-nonna-new-york-2,Casa Nonna
713,302 W 37th St,non-solo-piada-new-york,Non Solo Piada
714,370 W 51st St,briciola-new-york,Briciola
715,675A 9th Ave,the-catalina-new-york-3,The Catalina
716,311 W 48th St,patzeria-family-and-friends-new-york,Patzeria Family & Friends
717,235 W 48th St,la-masseria-new-york-3,La Masseria
718,667 9th Ave,riposo-46-new-york,Riposo 46
719,242 W 49th St,cielo-at-the-mayfair-new-york-3,Cielo At the Mayfair
720,370 W 51st St,b-side-pizza-and-wine-bar-new-york,B Side Pizza & Wine Bar
721,142 W 44th St,osteria-al-doge-new-york,Osteria Al Doge
722,536 9th Ave,trattoria-casa-di-isacco-new-york,Trattoria Casa Di Isacco
723,653 9th Ave,tartina-new-york,Tartina
724,231 W 46th St,patzeria-perfect-pizza-new-york,Patzeria Perfect Pizza
725,274 W 40th St,kiss-my-slice-new-york-3,Kiss My Slice
726,696 9th Ave,little-italy-pizza-new-york-29,Little Italy Pizza
727,547 9th Ave,capizzi-new-york,Capizzi
728,260 W 44th St,johns-of-times-square-new-york-2,John's of Times Square
729,Hilton Garden Inn,pauls-on-times-square-new-york,Paul's On Times Square
730,143 W 40th St,99-cent-fresh-pizza-new-york-12,99 Cent Fresh Pizza
731,557 8th Ave,2-bros-pizza-new-york-5,2 Bros Pizza
732,1 Penn Plz,roses-pizza-and-pasta-new-york,Rose's Pizza and Pasta
733,621 9th Ave,mama-mia-44-sw-new-york-2,Mama Mia 44 SW
734,760 8th Ave,carve-new-york,Carve
735,221 W 38th St,lazzaras-pizza-new-york,Lazzara's Pizza
736,639 10th Ave,kiabacca-bar-new-york-2,Kiabacca Bar
737,542 9th Ave,2-bros-pizza-new-york-3,2 Bros Pizza
738,1605 Broadway,brasserie-1605-new-york,Brasserie 1605
739,346 W 46th St,bourbon-street-bar-and-grille-new-york,Bourbon Street Bar & Grille
740,315 W 44th St,birdland-jazz-club-new-york,Birdland Jazz Club
741,1501 Broadway,bubba-gump-shrimp-new-york,Bubba Gump Shrimp
742,494 8th Ave,by-suzette-new-york-3,By Suzette
743,321 W 42nd St,snow-face-new-york,Snow Face
744,414 W 42nd St,chez-josephine-new-york,Chez Josephine
745,365 W 50th St,chez-napoleon-new-york,Chez Napoleon
746,630 9th Ave,marseille-new-york,Marseille
747,340 W 46th St,le-rivage-new-york-2,Le Rivage
748,252 W 46th St,pergola-des-artistes-new-york,Pergola Des Artistes
749,652 10th Ave,le-bon-choix-new-york,Le Bon Choix
750,653 9th Ave,la-carafe-new-york,La Carafe
751,252 W 46th St,pergolades-artistes-new-york,Pergolades Artistes
752,225 W 34th St,barclay-paris-pastries-new-york,Barclay Paris Pastries
753,300 W 46th St,brasserie-athenee-new-york,Brasserie Athenee
754,228 W 39th St,carraghers-pub-and-restaurant-new-york,Carragher's Pub & Restaurant
755,249 W 49th St,lillies-victorian-bar-and-restaurant-new-york-3,Lillie's Victorian Bar & Restaurant
756,626 10th Ave,hallo-berlin-new-york-3,Hallo Berlin
757,315 W 39th St,tír-na-nóg-new-york-12,Tír Na Nóg
758,737 9th Ave,molloys-irish-pub-new-york,Molloy's Irish Pub
759,508 9th Ave,scallywags-irish-pub-and-restaurant-new-york,Scallywag's Irish Pub & Restaurant
760,240 W 35th St,jack-doyles-bar-and-restaurant-new-york,Jack Doyle's Bar & Restaurant
761,210 W 35th St,john-sullivans-new-york,John Sullivan's
762,401 W 48th St,gaf-west-new-york,Gaf West
763,733 9th Ave,gossip-bar-and-restaurant-new-york,Gossip Bar & Restaurant
764,53 W 36th St,the-keg-room-new-york,The Keg Room
765,254 W 31st St,tír-na-nóg-new-york-13,Tír na Nóg
766,114 W 41st St,fika-new-york-22,FIKA
767,325 W 42nd St,dafni-greek-taverna-new-york,Dafni Greek Taverna
768,691 9th Ave,mezze-bar-new-york,Mezze Bar
769,522 9th Ave,snack-eos-new-york,Snack EOS
770,224 W 35th St,lemony-new-york,Lemony
771,747 9th Ave,uncle-nicks-greek-cuisine-new-york-4,Uncle Nick's Greek Cuisine
772,747 9th Ave,uncle-nicks-ouzaria-greek-tapas-new-york,Uncle Nick's Ouzaria Greek Tapas
773,28 W 23rd Street,gyro-stand-new-york,Gyro Stand
774,344 W 46th St,meson-sevilla-new-york,Meson Sevilla
775,345 W 35th St,gastro-bar-at-35th-new-york,Gastro Bar at 35th
776,240 W 35th St,cafe-nunez-new-york,Cafe Nunez
777,1013 6th Ave,pizza-king-manhattan,PIzza King
778,46 & 46 St Ninth Ave,hells-kitchen-dogfish-head-new-york,Hells Kitchen Dogfish Head
779,712 9th Ave,istanbul-kebab-house-new-york,Istanbul Kebab House
780,631 9th Ave,turkish-cuisine-new-york,Turkish Cuisine
781,604 9th Ave,turkish-grill-new-york,Turkish Grill
782,144 West 37th St,balade-your-way-new-york-2,Balade - Your Way
783,607 10th Ave,mémé-mediterranean-new-york-12,Mémé Mediterranean
784,302 W 38th St,cafe-tarantin-new-york,Cafe Tarantin
